artist_id,has_discography,first_release,latest_release,career_time,time_since_latest_release,studio_albums,non_remix_singles,total_artists,artists_ids
Ftampa_2014-04-06,True,2011.0,2014-03-03,3.0,0.0,0.0,15.0,1.0,"spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO"
Gabe_2014-04-06,True,2008.0,2011-09-30,6.0,2.0,0.0,5.0,1.0,"spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu,spotify:artist:0WoUrE9CjbROyWCMMdGMqu"
Cone Crew_2014-04-06,True,2011.0,2012-01-01,3.0,2.0,3.0,4.0,1.0,"spotify:artist:0iUdFhwiXjGQWAt9yXPP1T,spotify:artist:0iUdFhwiXjGQWAt9yXPP1T,spotify:artist:0iUdFhwiXjGQWAt9yXPP1T,spotify:artist:0iUdFhwiXjGQWAt9yXPP1T,spotify:artist:0iUdFhwiXjGQWAt9yXPP1T,spotify:artist:0iUdFhwiXjGQWAt9yXPP1T,spotify:artist:0iUdFhwiXjGQWAt9yXPP1T,spotify:artist:0iUdFhwiXjGQWAt9yXPP1T,spotify:artist:0iUdFhwiXjGQWAt9yXPP1T,spotify:artist:0iUdFhwiXjGQWAt9yXPP1T,spotify:artist:0iUdFhwiXjGQWAt9yXPP1T,spotify:artist:0iUdFhwiXjGQWAt9yXPP1T,spotify:artist:0iUdFhwiXjGQWAt9yXPP1T"
Baauer_2014-04-06,True,2012.0,2013-02-12,2.0,1.0,0.0,3.0,1.0,"spotify:artist:25fqWEebq6PoiGQIHIrdtv,spotify:artist:25fqWEebq6PoiGQIHIrdtv,spotify:artist:25fqWEebq6PoiGQIHIrdtv,spotify:artist:25fqWEebq6PoiGQIHIrdtv,spotify:artist:25fqWEebq6PoiGQIHIrdtv,spotify:artist:25fqWEebq6PoiGQIHIrdtv,spotify:artist:25fqWEebq6PoiGQIHIrdtv,spotify:artist:25fqWEebq6PoiGQIHIrdtv,spotify:artist:25fqWEebq6PoiGQIHIrdtv,spotify:artist:25fqWEebq6PoiGQIHIrdtv,spotify:artist:25fqWEebq6PoiGQIHIrdtv,spotify:artist:25fqWEebq6PoiGQIHIrdtv,spotify:artist:25fqWEebq6PoiGQIHIrdtv,spotify:artist:25fqWEebq6PoiGQIHIrdtv,spotify:artist:25fqWEebq6PoiGQIHIrdtv,spotify:artist:25fqWEebq6PoiGQIHIrdtv,spotify:artist:25fqWEebq6PoiGQIHIrdtv,spotify:artist:25fqWEebq6PoiGQIHIrdtv,spotify:artist:25fqWEebq6PoiGQIHIrdtv,spotify:artist:25fqWEebq6PoiGQIHIrdtv,spotify:artist:25fqWEebq6PoiGQIHIrdtv,spotify:artist:25fqWEebq6PoiGQIHIrdtv,spotify:artist:25fqWEebq6PoiGQIHIrdtv,spotify:artist:25fqWEebq6PoiGQIHIrdtv,spotify:artist:25fqWEebq6PoiGQIHIrdtv,spotify:artist:25fqWEebq6PoiGQIHIrdtv,spotify:artist:25fqWEebq6PoiGQIHIrdtv"
Krewella_2014-04-06,True,2012.0,2013-09-20,2.0,0.0,1.0,7.0,1.0,"spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,spotify:artist:0Cd6nHYwecCNM1sVEXKlYr"
The Bloody Beetroots_2014-04-06,True,2008.0,2013-09-17,6.0,0.0,2.0,20.0,1.0,"spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5,spotify:artist:0QJKELJZZuLAjqLOOixJm5"
Axwell_2014-04-06,False,,,,,0.0,0.0,1.0,"spotify:artist:2XnBwblw31dfGnspMIwgWz,spotify:artist:2XnBwblw31dfGnspMIwgWz,spotify:artist:2XnBwblw31dfGnspMIwgWz,spotify:artist:2XnBwblw31dfGnspMIwgWz,spotify:artist:2XnBwblw31dfGnspMIwgWz,spotify:artist:2XnBwblw31dfGnspMIwgWz,spotify:artist:2XnBwblw31dfGnspMIwgWz,spotify:artist:2XnBwblw31dfGnspMIwgWz,spotify:artist:2XnBwblw31dfGnspMIwgWz,spotify:artist:2XnBwblw31dfGnspMIwgWz,spotify:artist:2XnBwblw31dfGnspMIwgWz,spotify:artist:2XnBwblw31dfGnspMIwgWz,spotify:artist:2XnBwblw31dfGnspMIwgWz,spotify:artist:2XnBwblw31dfGnspMIwgWz,spotify:artist:2XnBwblw31dfGnspMIwgWz,spotify:artist:2XnBwblw31dfGnspMIwgWz,spotify:artist:2XnBwblw31dfGnspMIwgWz,spotify:artist:2XnBwblw31dfGnspMIwgWz,spotify:artist:2XnBwblw31dfGnspMIwgWz,spotify:artist:2XnBwblw31dfGnspMIwgWz,spotify:artist:2XnBwblw31dfGnspMIwgWz,spotify:artist:2XnBwblw31dfGnspMIwgWz,spotify:artist:2XnBwblw31dfGnspMIwgWz,spotify:artist:2XnBwblw31dfGnspMIwgWz"
The Baggios_2016-03-12,True,2011.0,2013-09-09,5.0,2.0,2.0,0.0,1.0,"spotify:artist:1EYPUMAsFA0qjFmnADnBJ5,spotify:artist:1EYPUMAsFA0qjFmnADnBJ5,spotify:artist:1EYPUMAsFA0qjFmnADnBJ5,spotify:artist:1EYPUMAsFA0qjFmnADnBJ5,spotify:artist:1EYPUMAsFA0qjFmnADnBJ5,spotify:artist:1EYPUMAsFA0qjFmnADnBJ5,spotify:artist:1EYPUMAsFA0qjFmnADnBJ5,spotify:artist:1EYPUMAsFA0qjFmnADnBJ5,spotify:artist:1EYPUMAsFA0qjFmnADnBJ5,spotify:artist:1EYPUMAsFA0qjFmnADnBJ5,spotify:artist:1EYPUMAsFA0qjFmnADnBJ5"
Matanza_2016-03-12,True,2012.0,2012-04-20,4.0,3.0,1.0,3.0,1.0,"spotify:artist:4nZIpprPGQmOEECVZ8VDIT,spotify:artist:4nZIpprPGQmOEECVZ8VDIT,spotify:artist:4nZIpprPGQmOEECVZ8VDIT,spotify:artist:4nZIpprPGQmOEECVZ8VDIT,spotify:artist:4nZIpprPGQmOEECVZ8VDIT,spotify:artist:4nZIpprPGQmOEECVZ8VDIT"
Bad Religion_2016-03-12,True,1982.0,2013-10-29,34.0,2.0,15.0,7.0,1.0,"spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,spotify:artist:2yJwXpWAQOOl5XFzbCxLs9"
Tame Impala_2016-03-12,True,2010.0,2015-07-17,6.0,0.0,3.0,2.0,1.0,"spotify:artist:5INjqkS1o8h1imAzPqGZBb,spotify:artist:5INjqkS1o8h1imAzPqGZBb,spotify:artist:5INjqkS1o8h1imAzPqGZBb,spotify:artist:5INjqkS1o8h1imAzPqGZBb,spotify:artist:5INjqkS1o8h1imAzPqGZBb,spotify:artist:5INjqkS1o8h1imAzPqGZBb,spotify:artist:5INjqkS1o8h1imAzPqGZBb,spotify:artist:5INjqkS1o8h1imAzPqGZBb,spotify:artist:5INjqkS1o8h1imAzPqGZBb,spotify:artist:5INjqkS1o8h1imAzPqGZBb,spotify:artist:5INjqkS1o8h1imAzPqGZBb,spotify:artist:5INjqkS1o8h1imAzPqGZBb,spotify:artist:5INjqkS1o8h1imAzPqGZBb"
Eminem_2016-03-12,True,1999.0,2013-11-05,17.0,2.0,9.0,16.0,1.0,"spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR"
Dônica_2016-03-12,True,2014.0,2015-06-16,2.0,0.0,1.0,3.0,1.0,"spotify:artist:03HT2JEgxfsG5ugI3yPLMK,spotify:artist:03HT2JEgxfsG5ugI3yPLMK,spotify:artist:03HT2JEgxfsG5ugI3yPLMK,spotify:artist:03HT2JEgxfsG5ugI3yPLMK,spotify:artist:03HT2JEgxfsG5ugI3yPLMK,spotify:artist:03HT2JEgxfsG5ugI3yPLMK"
Eagles of Death Metal_2016-03-12,True,2004.0,2015-10-02,12.0,0.0,4.0,1.0,1.0,"spotify:artist:02uYdhMhCgdB49hZlYRm9o,spotify:artist:02uYdhMhCgdB49hZlYRm9o,spotify:artist:02uYdhMhCgdB49hZlYRm9o,spotify:artist:02uYdhMhCgdB49hZlYRm9o,spotify:artist:02uYdhMhCgdB49hZlYRm9o,spotify:artist:02uYdhMhCgdB49hZlYRm9o,spotify:artist:02uYdhMhCgdB49hZlYRm9o,spotify:artist:02uYdhMhCgdB49hZlYRm9o,spotify:artist:02uYdhMhCgdB49hZlYRm9o,spotify:artist:02uYdhMhCgdB49hZlYRm9o"
Of Monsters and Men_2016-03-12,True,2012.0,2015-06-08,4.0,0.0,2.0,6.0,1.0,"spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz,spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz,spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz,spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz,spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz,spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz,spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz,spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz,spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz,spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz,spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz,spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz,spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz,spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz"
