artist_id,has_discography,first_release,latest_release,career_time,time_since_latest_release,studio_albums,non_remix_singles,total_artists,artists_ids
Joan Jett_2012-04-07,True,1980.0,2006-06-13,32.0,5.0,8.0,0.0,1.0,"spotify:artist:1Fmb52lZ6Jv7FMWXXTPO3K,spotify:artist:1Fmb52lZ6Jv7FMWXXTPO3K,spotify:artist:1Fmb52lZ6Jv7FMWXXTPO3K,spotify:artist:1Fmb52lZ6Jv7FMWXXTPO3K,spotify:artist:1Fmb52lZ6Jv7FMWXXTPO3K,spotify:artist:1Fmb52lZ6Jv7FMWXXTPO3K,spotify:artist:1Fmb52lZ6Jv7FMWXXTPO3K,spotify:artist:1Fmb52lZ6Jv7FMWXXTPO3K,spotify:artist:1Fmb52lZ6Jv7FMWXXTPO3K,spotify:artist:1Fmb52lZ6Jv7FMWXXTPO3K,spotify:artist:1Fmb52lZ6Jv7FMWXXTPO3K,spotify:artist:1Fmb52lZ6Jv7FMWXXTPO3K,spotify:artist:1Fmb52lZ6Jv7FMWXXTPO3K,spotify:artist:1Fmb52lZ6Jv7FMWXXTPO3K,spotify:artist:1Fmb52lZ6Jv7FMWXXTPO3K,spotify:artist:1Fmb52lZ6Jv7FMWXXTPO3K,spotify:artist:1Fmb52lZ6Jv7FMWXXTPO3K,spotify:artist:1Fmb52lZ6Jv7FMWXXTPO3K,spotify:artist:1Fmb52lZ6Jv7FMWXXTPO3K,spotify:artist:1Fmb52lZ6Jv7FMWXXTPO3K,spotify:artist:1Fmb52lZ6Jv7FMWXXTPO3K,spotify:artist:1Fmb52lZ6Jv7FMWXXTPO3K,spotify:artist:1Fmb52lZ6Jv7FMWXXTPO3K,spotify:artist:1Fmb52lZ6Jv7FMWXXTPO3K"
Balls_2012-04-07,False,,,,,0.0,0.0,1.0,"spotify:artist:0Cw7oXPvcDWk5bHaDSsMs8,spotify:artist:0Cw7oXPvcDWk5bHaDSsMs8,spotify:artist:0Cw7oXPvcDWk5bHaDSsMs8,spotify:artist:0Cw7oXPvcDWk5bHaDSsMs8,spotify:artist:0Cw7oXPvcDWk5bHaDSsMs8"
Daniel Belleza e os Corações em Fúria_2012-04-07,True,2007.0,2007-11-20,5.0,4.0,1.0,0.0,1.0,"spotify:artist:7Jxyy81j2nt3JkMnHpEk8t,spotify:artist:7Jxyy81j2nt3JkMnHpEk8t"
Tipo Uísque_2012-04-07,True,2010.0,2012-03-27,2.0,0.0,0.0,2.0,1.0,"spotify:artist:3q7AVB5BzHreHT0GqW2bXZ,spotify:artist:3q7AVB5BzHreHT0GqW2bXZ,spotify:artist:3q7AVB5BzHreHT0GqW2bXZ"
Pavilhão 9_2012-04-07,True,1996.0,2006-06-01,16.0,5.0,5.0,1.0,1.0,"spotify:artist:5QTksGpRsgrYaFe1Gnf2AH,spotify:artist:5QTksGpRsgrYaFe1Gnf2AH,spotify:artist:5QTksGpRsgrYaFe1Gnf2AH,spotify:artist:5QTksGpRsgrYaFe1Gnf2AH,spotify:artist:5QTksGpRsgrYaFe1Gnf2AH,spotify:artist:5QTksGpRsgrYaFe1Gnf2AH,spotify:artist:5QTksGpRsgrYaFe1Gnf2AH,spotify:artist:5QTksGpRsgrYaFe1Gnf2AH,spotify:artist:5QTksGpRsgrYaFe1Gnf2AH"
Marcio Techjun_2012-04-07,False,,,,,0.0,0.0,,
Veiga e Salazar_2012-04-07,False,,,,,0.0,0.0,,
Rhythm Monkeys_2012-04-07,False,,,,,0.0,0.0,,
Perry & Etty Farrell vs Chris Cox_2012-04-07,True,2010.0,2012-02-07,2.0,0.0,0.0,2.0,2.0,"spotify:artist:3K9cNq8OIURItoLEgsn8kg,spotify:artist:3K9cNq8OIURItoLEgsn8kg,spotify:artist:1PLakF1tFiv9zn73N2UjaN,spotify:artist:1PLakF1tFiv9zn73N2UjaN,spotify:artist:1PLakF1tFiv9zn73N2UjaN,spotify:artist:1PLakF1tFiv9zn73N2UjaN,spotify:artist:1PLakF1tFiv9zn73N2UjaN,spotify:artist:1PLakF1tFiv9zn73N2UjaN,spotify:artist:1PLakF1tFiv9zn73N2UjaN,spotify:artist:1PLakF1tFiv9zn73N2UjaN,spotify:artist:1PLakF1tFiv9zn73N2UjaN,spotify:artist:1PLakF1tFiv9zn73N2UjaN,spotify:artist:1PLakF1tFiv9zn73N2UjaN,spotify:artist:1PLakF1tFiv9zn73N2UjaN,spotify:artist:1PLakF1tFiv9zn73N2UjaN,spotify:artist:1PLakF1tFiv9zn73N2UjaN"
Peaches_2012-04-07,True,2002.0,2012-01-13,10.0,0.0,5.0,6.0,1.0,"spotify:artist:1gkSl4XpHIHI4I1WQbfXOE,spotify:artist:1gkSl4XpHIHI4I1WQbfXOE,spotify:artist:1gkSl4XpHIHI4I1WQbfXOE,spotify:artist:1gkSl4XpHIHI4I1WQbfXOE,spotify:artist:1gkSl4XpHIHI4I1WQbfXOE,spotify:artist:1gkSl4XpHIHI4I1WQbfXOE,spotify:artist:1gkSl4XpHIHI4I1WQbfXOE,spotify:artist:1gkSl4XpHIHI4I1WQbfXOE,spotify:artist:1gkSl4XpHIHI4I1WQbfXOE,spotify:artist:1gkSl4XpHIHI4I1WQbfXOE,spotify:artist:1gkSl4XpHIHI4I1WQbfXOE,spotify:artist:1gkSl4XpHIHI4I1WQbfXOE,spotify:artist:1gkSl4XpHIHI4I1WQbfXOE,spotify:artist:1gkSl4XpHIHI4I1WQbfXOE,spotify:artist:1gkSl4XpHIHI4I1WQbfXOE,spotify:artist:1gkSl4XpHIHI4I1WQbfXOE,spotify:artist:1gkSl4XpHIHI4I1WQbfXOE,spotify:artist:1gkSl4XpHIHI4I1WQbfXOE,spotify:artist:1gkSl4XpHIHI4I1WQbfXOE,spotify:artist:1gkSl4XpHIHI4I1WQbfXOE,spotify:artist:1gkSl4XpHIHI4I1WQbfXOE,spotify:artist:1gkSl4XpHIHI4I1WQbfXOE,spotify:artist:1gkSl4XpHIHI4I1WQbfXOE,spotify:artist:1gkSl4XpHIHI4I1WQbfXOE,spotify:artist:1gkSl4XpHIHI4I1WQbfXOE,spotify:artist:1gkSl4XpHIHI4I1WQbfXOE,spotify:artist:1gkSl4XpHIHI4I1WQbfXOE,spotify:artist:1gkSl4XpHIHI4I1WQbfXOE"
Bassnectar_2012-04-07,True,2007.0,2011-08-02,5.0,0.0,6.0,7.0,1.0,"spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i,spotify:artist:1JPy5PsJtkhftfdr6saN2i"
The Crystal Method_2012-04-07,True,1997.0,2011-09-20,15.0,0.0,8.0,11.0,1.0,"spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj,spotify:artist:5eKLa1xyHLq8ERWmT1CRHj"
Plebe Rude_2012-04-08,True,1985.0,2012-01-01,27.0,0.0,6.0,0.0,1.0,"spotify:artist:2azqeHE13Y8hP8YAjew9zL,spotify:artist:2azqeHE13Y8hP8YAjew9zL,spotify:artist:2azqeHE13Y8hP8YAjew9zL,spotify:artist:2azqeHE13Y8hP8YAjew9zL,spotify:artist:2azqeHE13Y8hP8YAjew9zL,spotify:artist:2azqeHE13Y8hP8YAjew9zL,spotify:artist:2azqeHE13Y8hP8YAjew9zL,spotify:artist:2azqeHE13Y8hP8YAjew9zL,spotify:artist:2azqeHE13Y8hP8YAjew9zL,spotify:artist:2azqeHE13Y8hP8YAjew9zL,spotify:artist:2azqeHE13Y8hP8YAjew9zL,spotify:artist:2azqeHE13Y8hP8YAjew9zL,spotify:artist:2azqeHE13Y8hP8YAjew9zL,spotify:artist:2azqeHE13Y8hP8YAjew9zL,spotify:artist:2azqeHE13Y8hP8YAjew9zL,spotify:artist:2azqeHE13Y8hP8YAjew9zL"
Thievery Corporation_2012-04-08,True,1998.0,2011-06-28,14.0,0.0,8.0,7.0,1.0,"spotify:artist:25KNo5GDS6ZpLkjasaecA3,spotify:artist:25KNo5GDS6ZpLkjasaecA3,spotify:artist:25KNo5GDS6ZpLkjasaecA3,spotify:artist:25KNo5GDS6ZpLkjasaecA3,spotify:artist:25KNo5GDS6ZpLkjasaecA3,spotify:artist:25KNo5GDS6ZpLkjasaecA3,spotify:artist:25KNo5GDS6ZpLkjasaecA3,spotify:artist:25KNo5GDS6ZpLkjasaecA3,spotify:artist:25KNo5GDS6ZpLkjasaecA3,spotify:artist:25KNo5GDS6ZpLkjasaecA3,spotify:artist:25KNo5GDS6ZpLkjasaecA3,spotify:artist:25KNo5GDS6ZpLkjasaecA3,spotify:artist:25KNo5GDS6ZpLkjasaecA3,spotify:artist:25KNo5GDS6ZpLkjasaecA3,spotify:artist:25KNo5GDS6ZpLkjasaecA3,spotify:artist:25KNo5GDS6ZpLkjasaecA3,spotify:artist:25KNo5GDS6ZpLkjasaecA3,spotify:artist:25KNo5GDS6ZpLkjasaecA3,spotify:artist:25KNo5GDS6ZpLkjasaecA3,spotify:artist:25KNo5GDS6ZpLkjasaecA3,spotify:artist:25KNo5GDS6ZpLkjasaecA3,spotify:artist:25KNo5GDS6ZpLkjasaecA3,spotify:artist:25KNo5GDS6ZpLkjasaecA3,spotify:artist:25KNo5GDS6ZpLkjasaecA3,spotify:artist:25KNo5GDS6ZpLkjasaecA3,spotify:artist:25KNo5GDS6ZpLkjasaecA3,spotify:artist:25KNo5GDS6ZpLkjasaecA3"
Manchester Orchestra_2012-04-08,True,2007.0,2011-05-06,5.0,0.0,3.0,7.0,1.0,"spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f,spotify:artist:5wFXmYsg3KFJ8BDsQudJ4f"
Foster The People_2012-04-08,True,2011.0,2011-06-27,1.0,0.0,1.0,2.0,1.0,"spotify:artist:7gP3bB2nilZXLfPHJhMdvc,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,spotify:artist:7gP3bB2nilZXLfPHJhMdvc"
Arctic Monkeys_2012-04-08,True,2005.0,2011-06-07,7.0,0.0,4.0,17.0,1.0,"spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:artist:7Ln80lUS6He07XvHI8qqHH,spotify:artist:7Ln80lUS6He07XvHI8qqHH"
Cascadura_2012-04-08,True,2006.0,2006-01-01,6.0,6.0,1.0,0.0,1.0,"spotify:artist:4men4AF4Dg9dqeV1SucnjH,spotify:artist:4men4AF4Dg9dqeV1SucnjH,spotify:artist:4men4AF4Dg9dqeV1SucnjH"
Gogol Bordello_2012-04-08,True,1999.0,2010-01-01,13.0,2.0,7.0,1.0,1.0,"spotify:artist:2SVw939fwuqSobLjF8u78b,spotify:artist:2SVw939fwuqSobLjF8u78b,spotify:artist:2SVw939fwuqSobLjF8u78b,spotify:artist:2SVw939fwuqSobLjF8u78b,spotify:artist:2SVw939fwuqSobLjF8u78b,spotify:artist:2SVw939fwuqSobLjF8u78b,spotify:artist:2SVw939fwuqSobLjF8u78b,spotify:artist:2SVw939fwuqSobLjF8u78b,spotify:artist:2SVw939fwuqSobLjF8u78b,spotify:artist:2SVw939fwuqSobLjF8u78b,spotify:artist:2SVw939fwuqSobLjF8u78b,spotify:artist:2SVw939fwuqSobLjF8u78b,spotify:artist:2SVw939fwuqSobLjF8u78b,spotify:artist:2SVw939fwuqSobLjF8u78b,spotify:artist:2SVw939fwuqSobLjF8u78b,spotify:artist:2SVw939fwuqSobLjF8u78b"
Friendly Fires_2012-04-08,True,2008.0,2011-05-24,4.0,0.0,2.0,10.0,1.0,"spotify:artist:3mZqziCJj4pq3P2VBpmK6p,spotify:artist:3mZqziCJj4pq3P2VBpmK6p,spotify:artist:3mZqziCJj4pq3P2VBpmK6p,spotify:artist:3mZqziCJj4pq3P2VBpmK6p,spotify:artist:3mZqziCJj4pq3P2VBpmK6p,spotify:artist:3mZqziCJj4pq3P2VBpmK6p,spotify:artist:3mZqziCJj4pq3P2VBpmK6p,spotify:artist:3mZqziCJj4pq3P2VBpmK6p,spotify:artist:3mZqziCJj4pq3P2VBpmK6p,spotify:artist:3mZqziCJj4pq3P2VBpmK6p,spotify:artist:3mZqziCJj4pq3P2VBpmK6p,spotify:artist:3mZqziCJj4pq3P2VBpmK6p,spotify:artist:3mZqziCJj4pq3P2VBpmK6p,spotify:artist:3mZqziCJj4pq3P2VBpmK6p,spotify:artist:3mZqziCJj4pq3P2VBpmK6p,spotify:artist:3mZqziCJj4pq3P2VBpmK6p,spotify:artist:3mZqziCJj4pq3P2VBpmK6p,spotify:artist:3mZqziCJj4pq3P2VBpmK6p,spotify:artist:3mZqziCJj4pq3P2VBpmK6p,spotify:artist:3mZqziCJj4pq3P2VBpmK6p,spotify:artist:3mZqziCJj4pq3P2VBpmK6p,spotify:artist:3mZqziCJj4pq3P2VBpmK6p,spotify:artist:3mZqziCJj4pq3P2VBpmK6p,spotify:artist:3mZqziCJj4pq3P2VBpmK6p,spotify:artist:3mZqziCJj4pq3P2VBpmK6p,spotify:artist:3mZqziCJj4pq3P2VBpmK6p,spotify:artist:3mZqziCJj4pq3P2VBpmK6p"
MGMT_2012-04-08,True,2009.0,2011-10-03,3.0,0.0,3.0,9.0,1.0,"spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE"
Jane’s Addiction_2012-04-08,True,1987.0,2011-01-01,25.0,1.0,7.0,1.0,1.0,"spotify:artist:02NfyD6AlLA12crYzw5YcR,spotify:artist:02NfyD6AlLA12crYzw5YcR,spotify:artist:02NfyD6AlLA12crYzw5YcR,spotify:artist:02NfyD6AlLA12crYzw5YcR,spotify:artist:02NfyD6AlLA12crYzw5YcR,spotify:artist:02NfyD6AlLA12crYzw5YcR,spotify:artist:02NfyD6AlLA12crYzw5YcR,spotify:artist:02NfyD6AlLA12crYzw5YcR,spotify:artist:02NfyD6AlLA12crYzw5YcR,spotify:artist:02NfyD6AlLA12crYzw5YcR,spotify:artist:02NfyD6AlLA12crYzw5YcR,spotify:artist:02NfyD6AlLA12crYzw5YcR,spotify:artist:02NfyD6AlLA12crYzw5YcR"
Bluebell_2012-04-08,True,2007.0,2007-06-07,5.0,4.0,1.0,0.0,1.0,"spotify:artist:39gliEJevO8UluEVfHiJBI,spotify:artist:39gliEJevO8UluEVfHiJBI,spotify:artist:39gliEJevO8UluEVfHiJBI,spotify:artist:39gliEJevO8UluEVfHiJBI,spotify:artist:39gliEJevO8UluEVfHiJBI"
Suvaca_2012-04-08,False,,,,,0.0,0.0,,
Black Drawing Chalks_2012-04-08,True,2007.0,2012-01-01,5.0,0.0,3.0,0.0,1.0,"spotify:artist:20hjSWZHeq66aZZeKn8KYd,spotify:artist:20hjSWZHeq66aZZeKn8KYd,spotify:artist:20hjSWZHeq66aZZeKn8KYd,spotify:artist:20hjSWZHeq66aZZeKn8KYd,spotify:artist:20hjSWZHeq66aZZeKn8KYd,spotify:artist:20hjSWZHeq66aZZeKn8KYd"
Garage Fuzz_2012-04-08,True,2002.0,2012-01-01,10.0,0.0,3.0,2.0,1.0,"spotify:artist:5CxFdJDDcUDl0oa0DjrqJs,spotify:artist:5CxFdJDDcUDl0oa0DjrqJs,spotify:artist:5CxFdJDDcUDl0oa0DjrqJs,spotify:artist:5CxFdJDDcUDl0oa0DjrqJs,spotify:artist:5CxFdJDDcUDl0oa0DjrqJs,spotify:artist:5CxFdJDDcUDl0oa0DjrqJs,spotify:artist:5CxFdJDDcUDl0oa0DjrqJs,spotify:artist:5CxFdJDDcUDl0oa0DjrqJs,spotify:artist:5CxFdJDDcUDl0oa0DjrqJs,spotify:artist:5CxFdJDDcUDl0oa0DjrqJs,spotify:artist:5CxFdJDDcUDl0oa0DjrqJs,spotify:artist:5CxFdJDDcUDl0oa0DjrqJs,spotify:artist:5CxFdJDDcUDl0oa0DjrqJs,spotify:artist:5CxFdJDDcUDl0oa0DjrqJs,spotify:artist:5CxFdJDDcUDl0oa0DjrqJs,spotify:artist:5CxFdJDDcUDl0oa0DjrqJs,spotify:artist:5CxFdJDDcUDl0oa0DjrqJs,spotify:artist:5CxFdJDDcUDl0oa0DjrqJs,spotify:artist:5CxFdJDDcUDl0oa0DjrqJs,spotify:artist:5CxFdJDDcUDl0oa0DjrqJs,spotify:artist:5CxFdJDDcUDl0oa0DjrqJs,spotify:artist:5CxFdJDDcUDl0oa0DjrqJs"
